Started Parsing raw log files
Number of files: 2
Opened 1.log.log
NewTask 2 | added to participant #1
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
MoveBlock 382070793 | added to participant #2
EndDragBlock 382070793 | added to participant #2
CreateBlock 812944901 | added to participant #2
StartDragBlock 812944901 | added to participant #2
MoveBlock 812944901 | added to participant #2
MoveBlock 812944901 | added to participant #2
MoveBlock 812944901 | added to participant #2
MoveBlock 812944901 | added to participant #2
MoveBlock 812944901 | added to participant #2
MoveBlock 812944901 | added to participant #2
MoveBlock 812944901 | added to participant #2
DeleteBlock 812944901 | added to participant #2
EndDragBlock 812944901 | added to participant #2
CreateBlock 1985551468 | added to participant #2
StartDragBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
MoveBlock 1985551468 | added to participant #2
EndDragBlock 1985551468 | added to participant #2
CreateBlock 1557439560 | added to participant #2
StartDragBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
MoveBlock 1557439560 | added to participant #2
